Results ranked by LAC
Date: 30 Mar, 2019 10:45:35 PM

1	YOR349W	LAC: 17.135136		Network: 21.71754		
2	YEL061C	LAC: 14.815789		Network: 36.25674		
3	YNL153C	LAC: 14.5801525		Network: 70.93743		
4	YEL003W	LAC: 13.818182		Network: 70.54342		
5	YGL086W	LAC: 13.785714		Network: 14.702243		
6	YML124C	LAC: 13.615385		Network: 15.90195		
7	YML094W	LAC: 13.044025		Network: 85.730446		
8	YGR188C	LAC: 12.833333		Network: 13.639328		
9	YER016W	LAC: 12.770642		Network: 49.247303		
10	YPL008W	LAC: 12.580646		Network: 15.7111845		
11	YPL241C	LAC: 12.5		Network: 14.046077		
12	YLR200W	LAC: 12.337349		Network: 83.69177		
13	YOR058C	LAC: 12.266666		Network: 14.690387		
14	YGR078C	LAC: 12.075472		Network: 81.62133		
15	YOR026W	LAC: 11.882353		Network: 12.625		
16	YPR135W	LAC: 11.703704		Network: 49.9367		
17	YLR381W	LAC: 11.529411		Network: 12.333013		
18	YHR191C	LAC: 11.4827585		Network: 22.90313		
19	YPL254W	LAC: 11.285714		Network: 12.153846		
20	YDR145W	LAC: 11.142858		Network: 12.0		
21	YER007W	LAC: 11.043478		Network: 11.91476		
22	YMR078C	LAC: 10.984615		Network: 24.626684		
23	YJL030W	LAC: 10.869565		Network: 17.048258		
24	YNL273W	LAC: 10.848485		Network: 15.967273		
25	YJR135C	LAC: 10.75		Network: 11.566667		
26	YCL016C	LAC: 10.732394		Network: 27.355463		
27	YDL003W	LAC: 10.583333		Network: 12.024962		
28	YPL269W	LAC: 10.444445		Network: 12.214314		
29	YHR099W	LAC: 10.4		Network: 11.274725		
30	YBR081C	LAC: 10.235294		Network: 12.05522		
31	YJL013C	LAC: 10.181818		Network: 10.830358		
32	YPR141C	LAC: 10.047619		Network: 29.655842		
33	YPL018W	LAC: 9.913043		Network: 11.799301		
34	YBR198C	LAC: 9.875		Network: 10.83663		
35	YCL061C	LAC: 9.866667		Network: 12.583442		
36	YCL029C	LAC: 9.822222		Network: 17.497284		
37	YDR254W	LAC: 9.73913		Network: 11.784528		
38	YMR048W	LAC: 9.576923		Network: 16.779982		
39	YBR107C	LAC: 9.142858		Network: 9.846154		
40	YDR388W	LAC: 9.111111		Network: 28.865		
41	YLR055C	LAC: 9.111111		Network: 10.370944		
42	YOR265W	LAC: 9.058824		Network: 9.666667		
43	YNL172W	LAC: 8.8		Network: 9.888889		
44	YDR118W	LAC: 8.8		Network: 9.888889		
45	YOL012C	LAC: 8.785714		Network: 9.221852		
46	YPL155C	LAC: 8.736842		Network: 9.3477125		
47	YDR392W	LAC: 8.7		Network: 12.048527		
48	YOL148C	LAC: 8.695652		Network: 13.502114		
49	YGL112C	LAC: 8.666667		Network: 9.900355		
50	YNL298W	LAC: 8.571428		Network: 27.920658		
51	YJR043C	LAC: 8.51282		Network: 14.736944		
52	YJL092W	LAC: 8.424242		Network: 12.513707		
53	YPR046W	LAC: 8.363636		Network: 9.277413		
54	YDL008W	LAC: 8.363636		Network: 9.9		
55	YML032C	LAC: 8.333333		Network: 13.540979		
56	YJR053W	LAC: 8.2		Network: 8.730263		
57	YGR252W	LAC: 8.181818		Network: 11.342317		
58	YCR009C	LAC: 8.140351		Network: 20.088533		
59	YMR055C	LAC: 8.083333		Network: 8.931677		
60	YGL163C	LAC: 8.0		Network: 8.666667		
61	YMR138W	LAC: 8.0		Network: 8.533334		
62	YMR218C	LAC: 8.0		Network: 9.0		
63	YDR407C	LAC: 8.0		Network: 9.0		
64	YDR246W	LAC: 8.0		Network: 9.0		
65	YKL022C	LAC: 8.0		Network: 9.2		
66	YBL084C	LAC: 8.0		Network: 9.0		
67	YDR448W	LAC: 7.904762		Network: 10.2616205		
68	YMR236W	LAC: 7.9		Network: 9.559798		
69	YOR249C	LAC: 7.8333335		Network: 9.781818		
70	YDR488C	LAC: 7.7894735		Network: 8.32549		
71	YMR299C	LAC: 7.7		Network: 8.250439		
72	YHR129C	LAC: 7.6		Network: 9.47644		
73	YER155C	LAC: 7.5555553		Network: 11.712566		
74	YMR294W	LAC: 7.5238094		Network: 12.115868		
75	YOR144C	LAC: 7.470588		Network: 12.341688		
76	YFR019W	LAC: 7.4444447		Network: 7.882353		
77	YDL029W	LAC: 7.4		Network: 14.432452		
78	YGL173C	LAC: 7.3142858		Network: 10.137208		
79	YDR076W	LAC: 7.2		Network: 8.0		
80	YOR115C	LAC: 7.2		Network: 8.333333		
81	YDR472W	LAC: 7.2		Network: 8.333333		
82	YLL049W	LAC: 7.1764708		Network: 7.641667		
83	YPL174C	LAC: 7.16		Network: 12.416768		
84	YPL017C	LAC: 7.111111		Network: 8.0		
85	YDR176W	LAC: 7.0434785		Network: 9.6678295		
86	YGR229C	LAC: 6.987654		Network: 20.585176		
87	YLR234W	LAC: 6.9565215		Network: 7.8400226		
88	YFL037W	LAC: 6.83871		Network: 9.701018		
89	YDR424C	LAC: 6.7777777		Network: 7.267157		
90	YHR030C	LAC: 6.7714286		Network: 18.960165		
91	YLR127C	LAC: 6.769231		Network: 8.534848		
92	YKL113C	LAC: 6.75		Network: 15.110146		
93	YGL240W	LAC: 6.714286		Network: 8.881002		
94	YNL147W	LAC: 6.6666665		Network: 8.657143		
95	YLR337C	LAC: 6.6363635		Network: 7.081454		
96	YBR254C	LAC: 6.5454545		Network: 7.977778		
97	YDR150W	LAC: 6.478261		Network: 12.150589		
98	YBL061C	LAC: 6.4615383		Network: 13.313313		
99	YMR190C	LAC: 6.4242425		Network: 10.193316		
100	YPL194W	LAC: 6.4166665		Network: 7.7244244		
101	YLR085C	LAC: 6.266667		Network: 16.965612		
102	YJL095W	LAC: 6.2		Network: 8.592458		
103	YER111C	LAC: 6.181818		Network: 6.7063494		
104	YDR149C	LAC: 6.1666665		Network: 6.7272725		
105	YBR234C	LAC: 6.047619		Network: 10.764541		
106	YOR368W	LAC: 6.0		Network: 6.5		
107	YDR004W	LAC: 6.0		Network: 6.700855		
108	YMR109W	LAC: 6.0		Network: 10.332194		
109	YOL149W	LAC: 5.9166665		Network: 8.711324		
110	YDR360W	LAC: 5.714286		Network: 6.6666665		
111	YOR269W	LAC: 5.703704		Network: 7.6483617		
112	YHR166C	LAC: 5.647059		Network: 9.396474		
113	YDR332W	LAC: 5.6		Network: 7.7686596		
114	YOR216C	LAC: 5.6		Network: 6.0		
115	YBR023C	LAC: 5.559322		Network: 14.645729		
116	YLR102C	LAC: 5.5384617		Network: 6.771717		
117	YHR031C	LAC: 5.5238094		Network: 7.288187		
118	YKL048C	LAC: 5.4444447		Network: 6.105392		
119	YDR301W	LAC: 5.428571		Network: 6.633333		
120	YFR036W	LAC: 5.3333335		Network: 8.778344		
121	YNL250W	LAC: 5.269231		Network: 13.269643		
122	YDR108W	LAC: 5.25		Network: 7.977778		
123	YNL271C	LAC: 5.225		Network: 18.571495		
124	YBL007C	LAC: 5.179487		Network: 8.123727		
125	YOR195W	LAC: 5.142857		Network: 5.6043954		
126	YDR378C	LAC: 5.130435		Network: 7.805195		
127	YDR217C	LAC: 5.125		Network: 5.4666667		
128	YNL322C	LAC: 5.106383		Network: 11.096639		
129	YBR231C	LAC: 5.0588236		Network: 5.383333		
130	YNL233W	LAC: 5.037037		Network: 7.3034906		
131	YJL020C	LAC: 5.027027		Network: 8.079828		
132	YLR115W	LAC: 5.0		Network: 6.0		
133	YBR200W	LAC: 5.0		Network: 9.833703		
134	YER173W	LAC: 4.9473686		Network: 6.9797387		
135	YML077W	LAC: 4.9411764		Network: 8.183135		
136	YDR167W	LAC: 4.9142857		Network: 11.1192255		
137	YJR118C	LAC: 4.909091		Network: 5.4		
138	YPL253C	LAC: 4.8333335		Network: 5.2727275		
139	YBR098W	LAC: 4.8		Network: 5.3235655		
140	YPR107C	LAC: 4.75		Network: 6.0857143		
141	YKR054C	LAC: 4.740741		Network: 5.342399		
142	YDR129C	LAC: 4.695652		Network: 6.720999		
143	YLR235C	LAC: 4.6666665		Network: 5.164488		
144	YLR438C-A	LAC: 4.6666665		Network: 6.3095236		
145	YLR103C	LAC: 4.659794		Network: 22.226366		
146	YER095W	LAC: 4.631579		Network: 5.594017		
147	YKR068C	LAC: 4.631579		Network: 9.699044		
148	YHR111W	LAC: 4.6153846		Network: 5.111111		
149	YLR111W	LAC: 4.6		Network: 5.111111		
150	YDL225W	LAC: 4.5333333		Network: 6.2630954		
151	YEL031W	LAC: 4.5333333		Network: 4.857143		
152	YDR245W	LAC: 4.4		Network: 4.714286		
153	YJR093C	LAC: 4.4		Network: 6.4126983		
154	YMR312W	LAC: 4.3076925		Network: 4.6666665		
155	YHR142W	LAC: 4.2941175		Network: 6.6957474		
156	YDR276C	LAC: 4.285714		Network: 5.0		
157	YIL084C	LAC: 4.285714		Network: 5.0		
158	YLR212C	LAC: 4.25		Network: 5.0285716		
159	YML085C	LAC: 4.25		Network: 5.233333		
160	YJR117W	LAC: 4.2222223		Network: 4.75		
161	YOL135C	LAC: 4.2222223		Network: 5.535714		
162	YBL047C	LAC: 4.2222223		Network: 4.75		
163	YDR369C	LAC: 4.2		Network: 4.6666665		
164	YGL216W	LAC: 4.181818		Network: 4.6897483		
165	YLR210W	LAC: 4.125		Network: 4.4444447		
166	YJR075W	LAC: 4.076923		Network: 7.573719		
167	YLR032W	LAC: 4.0		Network: 4.8		
